Label,Abstract_unclean
bipolar disorder,People with bipolar disorder frequently experience persistent residual symptoms problems in psychosocial functioning cognitive impairment and poor quality of life In the last decade the treatment target in clinical and research settings has focused not only on clinical remission but also on functional recovery and more lately in personal recovery taking into account patients wellbeing and quality of life Hence the trend in psychiatry and psychology is to treat bipolar disorder in an integrative and holistic manner This literature review offers an overview regarding psychosocial functioning in bipolar disorder First a brief summary is provided regarding the definition of psychosocial functioning and the tools to measure it Then the most reported variables influencing the functional outcome in patients with bipolar disorder are listed Thereafter we include a section discussing therapies with proven efficacy at enhancing functional outcomes Other possible therapies that could be useful to prevent functional decline and improve
bipolar disorder,Bipolar disorder BPD is a potentially lifelong condition characterised by extreme changes in mood that may begin in childhood and cause substantial impairment Over the past decades BPD has been the focus of increased attention mainly due to controversies surrounding its prevalence diagnosis and treatment in children and adolescents This report addresses these controversies by reviewing the extant evidence base providing clinicians with a summary of the literature on diagnosis phenomenology and treatment of paediatric BPD The debate regarding diagnosing children with BPD based on severe irritability and aggression is mostly resolved The current data support utilising the diagnostic criteria based on episodic changes of mood polarity Therefore longitudinal course of illness should be explored in detail when diagnosing BPD Given high rates of genetic predisposition for BPD assessment of youth should focus on obtaining accurate family history of this condition Additionally there has been a substantial increase in randomised
bipolar disorder,Bipolar disorder is a lifelong mood disorder characterized by extreme mood swings between mania and depression Despite fitness costs associated with increased mortality and significant impairment bipolar disorder has persisted in the population with a high heritability and a stable prevalence Creativity and other positive traits have repeatedly been associated with the bipolar spectrum particularly among unaffected firstdegree relatives and those with milder expressions of bipolar traits This suggests a model in which large doses of risk variants cause illness but mild to moderate doses confer advantages which serve to maintain bipolar disorder in the population Bipolar disorder may thus be better conceptualized as a dimensional trait existing at the extreme of normal population variation in positive temperament personality and cognitive traits aspects of which may reflect a shared vulnerability with creativity Investigations of this shared vulnerability may provide insight into the genetic mechanisms underlying illness and suggest novel treatments
bipolar disorder,Bipolar disorder is a severe psychiatric disorder characterized by depressive manic and mixed episodes The illness affects about of the population Bipolar I disorders affect both genders equally whereas bipolar II disorders seem to occur more frequently in women The classification of the different subtypes of bipolar disorders is done depending on the severity and frequency of the episodes Other subtypes beside bipolar I and bipolar II disorder are rapid cycling more than episodes of mania depression hypomania or mixed state in one year and cyclothymia hypomanic and subdepressive symptoms over a two year period Besides a thorough psychiatric and neurological examination further clinical tests should be performed in order to exclude differential diagnosis psychiatric as well as neurological and somatic diseases The course of the illness is often negatively affected by the high frequency of psychiatric and somatic comorbidities After all the prognosis of bipolar disorder is depending on
bipolar disorder,ObjectiveTo synthesize the literature and develop guidance on supports needed for primary care and perinatal providers in screening initial management triage and bridging treatment for perinatal bipolar disorderMethodsWe conducted a scoping review by searching six electronic databases using keywords related to perinatal bipolar disorder We summarized descriptive statistics on settings and extracted information on care approaches We synthesized the literature on indirect care models and extracted data on screening followup referrals and managementResults articles were retrieved articles were included after review Most papers were reviews Fewer addressed care in obstetric n primary care n and pediatric settings n Most papers n discussed using screening instruments for bipolar disorder Articles were mixed on recommendations for bipolar disorder screeningConclusionsVaried strategies for structured assessment exist and are influenced by practice setting There remains uncertainty about optimal strategies for screening and management of perinatal bipolar disorder We recommend screening for bipolar disorder in the
bipolar disorder,ObjectivesClinical staging is widespread in medicine it informs prognosis clinical course and treatment and assists individualized care Staging places an individual on a probabilistic continuum of increasing potential disease severity ranging from clinically atrisk or latency stage through first threshold episode of illness or recurrence and finally to late or endstage disease The aim of the present paper was to examine and update the evidence regarding staging in bipolar disorder and how this might inform targeted and individualized intervention approachesMethodsWe provide a narrative review of the relevant informationResultsIn bipolar disorder the validity of staging is informed by a range of findings that accompany illness progression including neuroimaging data suggesting incremental volume loss cognitive changes and a declining likelihood of response to pharmacological and psychosocial treatments Staging informs the adoption of a number of approaches including the active promotion of both indicated prevention for atrisk individuals and early intervention strategies for
bipolar disorder,ObjectiveBipolar affective disorder runs a natural course of frequent relapses and recurrences Despite significant strides in the pharmacological treatment of bipolar disorder most bipolar patients cannot be treated only by drugs The limitations of using medication alone in symptomatic relapse prevention and satisfactionquality of life terms have long prompted interest in wider forms of management One of the promising way how to enhance remission seems to be combination of pharmacotherapy and psychoeducationMethodsStudies were identified through PUBMED Web of Science and Scopus databases as well as existing reviews The search terms included bipolar disorder psychoeducation psychotherapy psychosocial treatment family therapy individual therapy group therapy and psychoeducation The search was performed by repeated use of the words in different combinations with no language or time limitations This article is a review with conclusions concerned with psychoeducation in bipolar disorderConclusionsRandomized controlled trials of cognitive behavioral therapy interpersonal and social rhythm therapy individual group
bipolar disorder,BackgroundBipolar disorder heterogeneity is large leading to difficulties in identifying neuropathophysiological and etiological mechanisms and hindering the formation of clinically homogeneous patient groups in clinical trials Identifying markers of clinically more homogeneous groups would help disentangle BD heterogeneity Neuroimaging may aid in identifying such groups by highlighting specific biomarkers of BD subtypes or clinical dimensionsMethodsWe performed a systematic literature search of the neuroimaging literature assessing biomarkers of relevant BD phenotypes typeI vs II presence vs absence of psychotic features suicidal behavior and impulsivity rapid cycling good vs poor medication response age at onset cognitive performance and circadian abnormalitiesResultsConsistent biomarkers were associated with suicidal behavior ie frontalanterior alterations prefrontal and cingulate grey matter prefrontal white matter in patients with a history of suicide attempts and with cognitive performance ie involvement of frontal and temporal regions superior and inferior longitudinal fasciculus right thalamic radiation and corpus callosum in executive dysfunctions For the
bipolar disorder,Descriptive studies from the prelithium era and lithium prophylactic studies were reviewed to look for evidence that there are manicprone and depressiveprone subtypes of bipolar illness The manicprone subtype has a high ratio of manic to depressive episodes and a depressiveprone subtype has the reverse Although data from the prelithium era are suggestive the evidence is insufficient to accept or reject the relevance of this hypothesis Data from the lithium era suggest that there is a relationship between the type of index episode and future episode on placebo as well as drug The clinical and heuristic implications of the relationship of index to subsequent episode and manic proneness and depressive proneness are discussed Its relevance for planning prophylactic drug studies is also examined The suggestive evidence presented here will hopefully encourage other investigators to collect the data necessary to test the possibility that manicprone and depressiveprone subtypes of bipolar illness
bipolar disorder,The term cyclothymia is being used with different meanings DSMIV and ICD define cyclothymia or cyclothymic disorder as a long lasting subeffective disorder with frequent shifts between hypomanic and subdepressive states In the tradition of Kurt Schneider cyclothymia was understood as a synonym for manicdepressive illness exclusively while different personality typologies speak of a cyclothymic typus Historically the term was first used by the German psychiatrist Ewald Hecker in The definitions of DSMIV and ICD seem to be satisfactory in respect to reliability but the nosological position of cyclothymic disorder is unclear We review results concerning clinical symptomatology comorbidity biological parameters personality including the question of creativity psycho and pharmacotherapy as well as clinical course which leave many questions open Nevertheless results in family studies support the idea that at least a fraction of cyclothymia is a mild or subclinical form of bipolar disorders Until further research which is urgently
bipolar disorder,The purpose of this reported study was to determine healthcare utilization and costs associated with delayed diagnosis of bipolar disorder With use of automated data from a large integrated health system in the Midwest all patients with newly diagnosed bipolar disorder recorded in any inpatient or outpatient encounter from January 2000 to August 2002 were identified The date of initial diagnosis was the index date For each patient in the bipolar cohort comparison patients were randomly selected from the general population of health system members and matched with the bipolar patients by sex race and age years Data on healthcare utilization inpatient outpatient emergency department pharmacy were collected with a focus on mental health from January 1990 through year after the index date The cohort is female and White Median time between initial mental health diagnosis and bipolar diagnosis was months with of subjects receiving a bipolar diagnosis within months
bipolar disorder,BackgroundRapid cycling defined as or more mood episodes per year is a course specifier of bipolar disorder associated with relative treatment resistance Several risk factors have been suggested to be associated with rapid cycling The purpose of this metaanalysis was to compare clinical studies for the evidence of discriminating factors between rapid and nonrapid cyclingData sources and selectionWe searched MEDLINE and reference lists of articles and book chapters and selected all of the clinical studies published from 1974 to 2002 comparing subjects with rapid and nonrapid cycling bipolar disorder Prevalence rates and mean random effect sizes for potential risk factors that were reported by at least studies were calculated In addition we differentiated between current and lifetime diagnoses of rapid cyclingData synthesisTwenty studies were identified Rapid cycling was present in of 2054 bipolar patients in studies that included patients who were consecutively admitted to an inpatient or outpatient facility without
bipolar disorder,a priori selection of rapid cyclers and without matching the numbers of rapid cyclers to nonrapid cycling controls Female gender and bipolar II subtype both had a small but statistically significant effect p for female gender p for bipolar II subtype The further absence of recurrences with lithium prophylaxis was reported in of rapid cyclers compared with of nonrapid cyclers a nearly significant difference and a partial response was present in and of patients respectively The effect of hypothyroidism was significant p in studies using current but not lifetime definitions of rapid cycling In of cases a rapid cycling course was preceded by treatment with antidepressants but systematic data on their causal role are lackingConclusionRapid cycling is slightly more prevalent in women and in patients with bipolar II subtype In contrast to common opinion lithium prophylaxis has at least partial efficacy in a considerable number of rapid cyclers especially when
bipolar disorder,The Canadian Network for Mood and Anxiety Treatments published guidelines for the management of bipolar disorder in 2005 with updates in 2007 and 2009 This third update in conjunction with the International Society for Bipolar Disorders reviews new evidence and is designed to be used in conjunction with the previous publicationsThe recommendations for the management of acute mania remain largely unchanged Lithium valproate and several atypical antipsychotic agents continue to be firstline treatments for acute mania Monotherapy with asenapine paliperidone extended release ER and divalproex ER as well as adjunctive asenapine have been added as firstline optionsFor the management of bipolar depression lithium lamotrigine and quetiapine monotherapy as well as olanzapine plus selective serotonin reuptake inhibitor SSRI and lithium or divalproex plus SSRIbupropion remain firstline options Lurasidone monotherapy and the combination of lurasidone or lamotrigine plus lithium or divalproex have been added as a secondline options Ziprasidone alone or as
bipolar disorder,Bipolar disorder BD is a severe mental illness that is characterized by chronicity pervasive instability and relatively high rates of recurrence and suicide Current evidence supports that adverse circles among hereditary and genetic factors neuroinflamation and social rhythm constitute a crucial etiology Pharmacological treatment is the first priority for BD patients during the acute stage Pharmacological and psychosocial treatments should be combined during the maintenance stage in order to help patients selfmanage medication effectively control mood swings enhance disease selfmanagement and social functions decrease the risks of relapse and rehospitalization and stabilize overall health The present article firstly introduces the characteristics and etiological assumptions related to BD the related evidencebased care models and their effects and the early development of an evidencebased care model the BalancingMySwing group for BD patients in Taiwan This article provides updated information to clinicians who are involved in caring for this population Moreover the existing
bipolar disorder,ObjectiveThe purpose of this paper is to review the literature on bipolar illness and to discuss its relevance to the evaluation and treatment of bipolar illness during menopause The hypothesis is that there is a group of patients who may present with commonly reported symptoms of menopause who are in fact suffering from an underlying bipolar illnessMethodThe literature pertaining to gender differences in bipolar illness as well as the effect of major life events associated with the onset of bipolar illness is closely examinedResultsThere is enough evidence to support the hypothesis that women in particular are vulnerable to bipolar illness of the rapid cycling type Exacerbations of a previous existing condition or lateonset bipolar illness may be associated with major stressors and life events such as that experienced during menopauseConclusionsGender differences in the course of bipolar illness and the greater prevalence of rapid cycling among bipolar women may in fact
bipolar disorder,Current diagnostic criteria define bipolar I BP I and bipolar II BP II disorders as distinct conditions differing only slightly by clinical features This review seeks to identify commonalities and differentiating features across the two subtypes and emphasize that differences in causes and treatments are likely to be highly dependent on the diagnostic criteria used to define and differentiate the two conditions We undertake a literature review of candidate clinical features that might be anticipated to vary or be shared across BP I and BP II disorders and consider the impact of DSM definition on such applied findings Studies respecting DSMIV differentiation of BP I and BP II disorders have generated relatively few differences across the conditions which may reflect definitional similarity or commonalities across the two conditions As DSM decision rules are similar to those used by DSMIV to differentiate BP I and BP II disorders we argue for
bipolar disorder,Bipolar disorder is known to be highly recurrent and people with bipolar illnesses often experience high degrees of interpersonal and social impairment The emergence of prodromal symptoms not only causes distress but may also predispose patients to greater risk of a full relapse Studies have found that patients can report prodromes reliably Common mania prodromes include decreased need for sleep increased activities being more sociable and racing thoughts while common depression prodromes are loss of interest not being able to put worries aside and interrupted sleep Furthermore patients coping with prodromal symptoms predicted relapses in bipolar disorder These findings have led to a handful of randomized controlled studies which aimed at teaching patients relevant and adaptive coping strategies in dealing with bipolar prodromes as part of the intervention strategies and the results are very encouraging The packages in these studies are of different complexity The mode of intervention also varied
bipolar disorder,Bipolar disorder continues to be underrecognized despite being known for 2000 years Mania the fullest expression of the disease affects approximately of the population the lessthanmanic forms of the disease dominated by depressive episodes have recently been found to be more common affecting of the population In reviewing the international literature on this broadened bipolar spectrum this paper pays particular tribute to the French EPIDEP and EPIMAN studies and ItaloAmerican collaboration which have generated the largest set of systematic data on the new clinical portrait of bipolar disorders Early detection is crucial because untreated bipolar disorder has a high mortality rate A review of the diagnostic criteria for the various subtypes of bipolar disorder has identified several factors that interfere with making an accurate diagnosis These include age at onset ethnic differences comorbidity particularly substance abuse and alcoholism and the broad range of clinical presentations Moreover symptoms frequently overlap with
bipolar disorder,Although epidemiologic figures place the lifetime prevalence of bipolar disorders at about current evidence indicates that the spectrum of bipolar disorders may account for of the general population This summarizes two decades of research conducted by the author and other investigators that supports the existence of such a spectrum that at the one extreme merges with severe psychotic disorder and at the other with temperamental dysregulation The enlargement of the territory of bipolar disorders is due to new data that have validated mixed rapid cycling and soft bipolar conditions The hallmark of bipolar I disorders is mania extreme psychotic pictures often emerge when mania is mixed with depression giving rise to dysphoric mania Attenuated or soft bipolar conditions refer to major depressive episodes interspersed with milder hypomanic excursions the latter may occur spontaneously or upon pharmacologic challenge with antidepressants Bipolar II disorder is often characterized by cyclothymic intermorbid or premorbid
bipolar disorder,The chronic longterm evolution of bipolar disorder BD requires a careful clinical characterization with prognostic implications in terms of symptom and functional control The OPTHYMUM multicenter study was conducted in France with the objective of evaluating residual symptoms on overall functioning of BD patients during interepisodic period The aims of the present study were to identify the potentially modifiable eg treatable and nonmodifiable variables associated with functional impairment during the interepisodic periods of BD Sample was divided into two groups according to level of functioning adequate vs impaired based on the FAST scale total score FAST cutoff for functional impairment is a score The two subgroups were compared as per sociodemographic and clinical variables with standard univariate analyses and a logistic regression model was created The model as a whole contained independent nonmodifiable factors age gender BD type illness duration and modifiable factors illness severity predominant polarity depressive and manic
bipolar disorder,Based on the recommendations of the subworkgroup on trauma and dissociative disorders the American Psychiatric Association APA removed the bereavement exclusion from the criteria for major depression in DSM In addition proposed DSM research criteria for persistent complex bereavement disorder PCBD were included in the new manual in a section for conditions and criteria needing further research We describe a case that warranted such a diagnosis The patient was a yearold woman who was admitted to the inpatient unit of our clinic on the birthday of her son who had died months earlier She was diagnosed with a manic episode with psychotic symptoms according to the Diagnostic and Statistical Manual of Mental Disorders Fourth Edition Text Revision DSMIVTR criteria and was treated accordingly Three months after discharge she made a suicide attempt and was admitted and reassessed During this admission she completed the Inventory of Complicated Grief ICG the MoodSpectrum
bipolar disorder,ObjectiveThe manic spectrum is thought to be characterized by a hypersensitive biobehavioral reward system the behavioral activation system Evidence for this framework comes from questionnairebased selfreport data collected in crosssectional and prospective studies of mania mania in remission and proneness to hypomania and from functional neuroimaging investigations of brain reward circuit activity during incentivized choice protocols Although heightened reward anticipation is consistently documented the status of later goal attainment activity hedonic responses and satiety reactions is less clear This report examines the status of such reward receipt processes as they operate in the manic spectrumMethodsA case report of a typical subject with bipolar II disorder with a hyperthymic temperament is presented using longitudinal biographical dataResultsDiminished reward receipt pleasure and satiety were demonstrated indicating impaired hedonic processing in hyperthymic temperament This impairment indicates a dissociation between early intensified reward pursuit processes and later blunted reward attainment activityConclusionsThe experience and neural correlates
bipolar disorder,Despite ongoing controversy the view that paediatric bipolar disorder is rare or nonexistent has been increasingly challenged not only by case reports but also by systematic research This research strongly suggests that paediatric bipolar disorder may not be rare but that it may be difficult to diagnose Since children with bipolar disorder are likely to become adults with bipolar disorder the recognition and characterization of childhoodonset bipolar disorder may help identify a meaningful developmental subtype of bipolar disorder worthy of further investigation As recommended by Robins and Guze American Journal of Psychiatry 1970 a psychiatric disorder may be considered a valid diagnostic entity if it can be shown to have differentiating features evidence of familiality specific treatment responsivity and a unique course The goal of this article is to review our work and the extant literature within this framework to describe the evidence supporting bipolar disorder in children as a
bipolar disorder,Recent research has focused on neurological soft signs NSS in bipolar disorder BD but there is still scarce evidence on their correlates with other relevant variables The aim of this study was to explore the association between NSS and clinical demographic neurocognitive and functional variables Eightyeight euthymic BD patients were included in whom NSS were assessed using the Neurological Evaluation Scale All subjects performed an extensive neurocognitive battery selected to assess premorbid IQ attention language verbal memory and executive functions Psychosocial outcomes were assessed by means of the Functioning Assessment Short Test Among the demographical variables NSS tended to be negatively associated with years of education and increased with age Likewise NSS were higher in BD type I than in BD type II but independent of age at illness onset and number of previous affective episodes There was a negative correlation between NSS and premorbid IQ as well as with
bipolar disorder,ObjectiveThe aim of the present study was to characterize the neurocognitive effects of lithium in bipolar disorder to inform clinical and research approaches for further investigationMethodsKey words pertaining to neurocognition in bipolar disorder and lithium treatment were used to search recognized databases to identify relevant literature The authors also retrieved gray literature eg book chapters known to them and examined pertinent articles from bibliographiesResultsA limited number of studies have examined the effects of lithium on neurocognition in bipolar disorder and although in some domains a consistent picture emerges in many domains the findings are mixed Lithium administration appears to reshape key components of neurocognition in particular psychomotor speed verbal memory and verbal fluency Notably it has a sophisticated neurocognitive profile such that while lithium impairs neurocognition across some domains it seemingly preserves others possibly those vulnerable to the effects of bipolar disorder Furthermore its effects are likely to be direct
bipolar disorder,Purpose of reviewPrimary mania and hypomania in full or subsyndromal forms are the defining features of bipolar disorder and are common in neurologic patients as are manic syndromes precipitated by medications used to treat neurologic disorders This article addresses the diagnosis pathophysiology treatment and course of bipolar disorder after a manic episode as well as mania as a manifestation of neurologic diseaseRecent findingsMania can be a primary psychiatric disorder but can also be a symptom of a neurologic disorder especially rightsided cerebrovascular disease Treatments such as corticosteroids and dopaminergic agents for neurologic illnesses regularly induce mania The neurobiology of primary mania and bipolar disorder involves alterations in intracellular signaling changes in gene expression neural network interactions and apoptosis Except when induced by timelimited treatment with a provoking agent mania tends to be highly recurrent and to alternate or be exhibited alongside depression Symptoms of mania become more complex and treatment
bipolar disorder,Bipolar disorder BD is a chronic psychiatric illness of which the etiology remains unknown Extensive research has provided some hypotheses for the pathophysiology of this disorder however there are no molecular tests available to help support the diagnosis obtained by selfreport and behavioral observations A major requirement is to identify potential biomarkers that could be used for early diagnosis in patients susceptible to the disease and for its treatment The most recently published findings regarding alterations in BD were found to be related to oxidative stress inflammatory and trophic factor deregulation and also polymorphisms of genes that are associated with the development of BD Many of these targets are potential biomarkers which could help to identify the BD subgroups and to advance treatment strategies which would beneficiate the quality of life of these patients Therefore the main objective of this review is to examine the recent findings and critically evaluate
bipolar disorder,ObjectivesEarly intervention and preventive strategies have become major targets of research and service development in psychiatry over the last few years Compared to schizophrenia bipolar disorder BD has received limited attention in this regard In this paper we review the available literature in order to explore the public health significance of BD and the extent to which this may justify the development of early intervention strategies for this disorderMethodsThe main computerized psychiatric literature databases were accessed This included Medline and PsychInfo using the following keywords bipolar early intervention staging model burden caregiver public health and manic depressionResultsBD is often recurrent and has an impact that goes well beyond symptomatic pathology The burden it incurs is linked not only to its cardinal clinical features but also to cognitive dysfunction poor functional outcome poor physical health high rate of comorbidities and suicide At a societal level BD induces enormous direct and indirect
bipolar disorder,Growing evidence indicates that risk for bipolar disorder is characterized by elevated activation in a frontostriatal reward neural circuit involving the ventral striatum and orbitofrontal cortex among other regions It is proposed that individuals with abnormally elevated rewardrelated neural activation are at risk for experiencing an excessive increase in approachrelated motivation during life events involving rewards or goal striving and attainment In the extreme this increase in motivation is reflected in hypomanicmanic symptoms By contrast unipolar depression without a history of hypomaniamania is characterized by decreased reward responsivity and decreased rewardrelated neural activation Collectively this suggests that risk for bipolar disorder and unipolar depression are characterized by distinct and opposite profiles of reward processing and rewardrelated neural activation The objective of the present paper is threefold First we review the literature on reward processing and rewardrelated neural activation in bipolar disorder and in particular risk for hypomaniamania Second we propose
bipolar disorder,In treating bipolar disorder specific psychotherapies in adjunct to pharmacotherapy have been shown to be effective in preventing new episodes and treating depressive episodes Among those interpersonal and social rhythm therapy IPSRT developed by Frank amalgamation of interpersonal psychotherapy IPT with behavioral therapy focused on social rhythm has been shown to be an efficacious adjunct to mediation in preventing new episodes in bipolar I patients and in treating depression in bipolar I arid II disorder IPSRT has also been shown to enhance total functioning relationship functioning and life satisfaction among patients with bipolar disorder even after pretreatment functioning and concurrent depression were covaried IPSRT was designed to directly address the major pathways to recurrence in bipolar disorder namely medication nonadherence stressful life events and disruptions in social rhythms IPT originated by Klerman et al is a strategic timelimited psychotherapy focused on one or two of four current interpersonal problem areas
bipolar disorder,Bipolar disorder BD is characterized by periods of abnormally elevated mood mania that cycle with abnormally lowered mood depression Multiple structural metabolic and biochemical abnormalities are evident in the brains cortex subcortex and deeper regions This disorder is highly genetically conditioned but also highly susceptible to environmental stressors prenatal or perinatal insults childhood sexual or physical abuse challenging life events substance abuse and other toxic chemical exposures Its high morbidity lost productivity and suicide risk place a great toll on society Since World War II BD has been steadily worsening with earlier age of onset greater intensity of symptoms and development of drug resistance Incidence in children is rising and misdiagnosis is common Disciplined management of the many risk factors is essential including cognitive psychotherapy and support from family and community Lithium has been the foundational treatment followed by valproate and other mood stabilizers antidepressants and anticonvulsants Several singlenutrient and
bipolar disorder,The concept of prevention is not new to psychiatry and has long been recognized in general medicine Recent evidence has highlighted that early pharmacological and psychosocial treatment dramatically ameliorates poor prognosis and outcome for individuals with psychotic disorders reducing conversion rates to fullblown illness and decreasing symptom severity Nevertheless despite the many recent advances in our thinking about early intervention the need for early intervention in bipolar disorder BPD is an area that has been relatively neglected This review attempts to synthesize what is currently known about early intervention in BPD We discuss methodological issues pertaining to this topic review clinical studies that focus on highrisk subjects as well as firstepisode patients and review findings from brain imaging studies in the offspring of individuals with BPD as well as in firstepisode patients A companion paper discusses the cellular and molecular mechanisms of action of agents with neurotrophic and neuroplastic properties
bipolar disorder,Bipolar disorder is a chronic and often devastating illness that may go undiagnosed because of its complex and diverse presentation Clinicians can provide psychological treatments in conjunction with pharmacotherapy that can reduce the frequency severity and duration of manic and depressive episodes Because bipolar disorder is characterized by high degrees of comorbidity and high rates of medical complications the clinician will frequently need to implement other treatments targeted to comorbid conditions such as panic generalized anxiety substance abuse and personality disorders This article introduces the issue of Journal of Clinical Psychology In Session devoted to the treatment of bipolar disorder We describe the cognitive styles and personal vulnerabilities that pose greater risk for bipolar disorder Three evidencebased psychological treatments interpersonal social rhythm therapy familyfocused treatment and cognitivebehavioral therapy and current pharmacological treatments are examined and illustrated Finally we review the effectiveness and practice implications of a variety of treatments for
bipolar disorder,AimsEstimates of the occurrence of bipolar disorder among adolescents vary from country to country and from time to time Long delays from first symptoms to diagnosis of bipolar disorder have been suggested Studies among adults suggest increased mortality particularly due to suicide and cardiovascular diseases We set out to study the prognosis of adolescent onset bipolar disorder in terms of rehospitalizations diagnostic stability and mortalityMethodsThe study comprised a registerbased followup of all adolescents admitted to psychiatric inpatient care for the first time in their lives at age during the period 19802010 They were followed up in the National Care Register for Health Care and Causes of death registers until December 2014ResultsIncidence of bipolar disorder among to yearold adolescents over the whole study period was per same aged adolescents and across decades the incidence increased sixfold Patients with bipolar disorder during their firstever inpatient treatment were rehospitalized more often than those
bipolar disorder,ObjectivesTo identify clinical characteristics and adverse outcomes associated with an earlier age of onset of bipolar disorderMethodsA comprehensive search yielded empirical papers comparing clinical presentation and outcomes in individuals with bipolar disorder grouped according to age of onset total N The following variables were examined to determine odds ratios ORs and confidence intervals CIs presence of Axis I comorbidity rapid cycling psychotic symptoms mixed episodes DSMIV lifetime suicide attempts lifetime alcohol and substance abuse symptom severity and treatment delayResultsEarly age of onset was found to be associated with longer delay to treatment Hedges g P greater severity of depression Hedges g P and higher levels of comorbid anxiety OR P and substance use OR P Surprisingly no association was found between early age of onset and clinical characteristics such as psychotic symptoms or mixed episodes as defined by DSMIVConclusionsEarlier age of onset of bipolar disorder is associated with factors that
bipolar disorder,BackgroundEpisode duration recurrence rates and time spent in manic and depressive phases of bipolar disorder BD is not well defined for subtypes of the disorderMethodsWe reviewed the course timing and duration of episodes of mania and depression among clinically treated DSMIVTR BD patients of various types and compared duration and rates as well as total proportion of time in depressive versus manic episodes during average years at riskResultsAs expected episodes of depressions were much longer than manias but episodeduration did not differ among BD diagnostic types I II with mainly mixedepisodes BDMx or with psychotic features BDP Recurrence rates episodesyear and proportion of time in depression and their ratios to mania were highest in BDII and BDMx subjects with more maniasyear in psychotic and BDI subjects In most BDsubtypes except with psychotic features there was more time in depressive than manic morbidity owing mainly to longer depressive than manic episodes
bipolar disorder,AimsThis article examines the ongoing debate concerning the diagnosis of bipolar disorder in children and adolescents This contentious issue has generated robust discussion over the past two decades without consensus and as such the true prevalence of socalled paediatric bipolar disorder PBD remains unknown In this article we offer a solution to break this deadlockMethodsRecent metaanalyses and additional literature concerning the definition and prevalence of PBD was critically reviewed with a view to understanding the perspectives of those developing the taxonomy of PBD and those engaged in research and clinical practiceResultsA key finding is the lack of iteration and meaningful communication between the various groups interested in PBD that stems from deepseated problems within our classificatory systems This undermines our research efforts and complicates clinical practice These problems make the already difficult diagnosis of bipolar disorder in adults even more challenging to transpose to younger populations and additional complexities arise
bipolar disorder,PurposeThis review article provides an overview of the frequency burden of illness diagnosis and treatment of bipolar disorder BD from the perspective of the advanced practice nurses APNsData sourcesPubMed searches were conducted using the following keywords bipolar disorder and primary care restricted to dates 2000 to present bipolar disorder and nurse practitioner and bipolar disorder and clinical nurse specialist Selected articles were relevant to adult outpatient care in the United States with a prioritization of articles written by APNs or published in nursing journalsConclusionsBD has a substantial lifetime prevalence in the population at Because the manic or depressive symptoms of BD tend to be severe and recurrent over a patients lifetime the condition is associated with significant burden to the individual caregivers and society Clinician awareness that BD may be present increases the likelihood of successful recognition and appropriate treatment A number of pharmacological and nonpharmacological treatments are available for
bipolar disorder,ObjectivesPaediatric bipolar disorder bipolar disorder occurring in prepubertal children is a diagnosis subject to considerable controversy Whilst historically considered to be very rare proponents since the 1990s have argued that mania can present differently in children and as such is much more common than previously thought Such proposals raise questions about the validity of proposed phenotypes and potential risks of iatrogenic harmMethodsI critically examine the construct of paediatric bipolar disorder using Robins and Guzes 1970American Journal of Psychiatry126 influential criteria for the validity of a psychiatric diagnosis I review in turn evidence relating to its clinical description delimitation from other conditions followup studies family studies laboratory studies and treatment responseResultsAcross domains existing research highlights significant challenges establishing the diagnosis This includes significant heterogeneity in operationalising criteria for children variable or poor interrater reliability difficulty distinguishing paediatric bipolar disorder from other conditions large differences in rates of diagnosis between the United
bipolar disorder,People with bipolar disorder frequently experience persistent residual symptoms problems in psychosocial functioning cognitive impairment and poor quality of life In the last decade the treatment target in clinical and research settings has focused not only on clinical remission but also on functional recovery and more lately in personal recovery taking into account patients wellbeing and quality of life Hence the trend in psychiatry and psychology is to treat bipolar disorder in an integrative and holistic manner This literature review offers an overview regarding psychosocial functioning in bipolar disorder First a brief summary is provided regarding the definition of psychosocial functioning and the tools to measure it Then the most reported variables influencing the functional outcome in patients with bipolar disorder are listed Thereafter we include a section discussing therapies with proven efficacy at enhancing functional outcomes Other possible therapies that could be useful to prevent functional decline and improve
bipolar disorder,Bipolar disorder BPD is a potentially lifelong condition characterised by extreme changes in mood that may begin in childhood and cause substantial impairment Over the past decades BPD has been the focus of increased attention mainly due to controversies surrounding its prevalence diagnosis and treatment in children and adolescents This report addresses these controversies by reviewing the extant evidence base providing clinicians with a summary of the literature on diagnosis phenomenology and treatment of paediatric BPD The debate regarding diagnosing children with BPD based on severe irritability and aggression is mostly resolved The current data support utilising the diagnostic criteria based on episodic changes of mood polarity Therefore longitudinal course of illness should be explored in detail when diagnosing BPD Given high rates of genetic predisposition for BPD assessment of youth should focus on obtaining accurate family history of this condition Additionally there has been a substantial increase in randomised
